Chem ID,SMILES,CAS,CID,InChIKey,logBCF
179,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,3736-22-9,450,VOXZDWNPVJITMN-UHFFFAOYSA-N,1.36
180,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,21850-44-2,62753,LXIZRZRTWSDLKK-UHFFFAOYSA-N,1.72
181,Oc1ccc(-c2ccccc2)cc1,92-69-3,7103,YXVFYQXJAXKLAK-UHFFFAOYSA-N,1.65
182,c1ccc(OP2(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=NP(Oc3ccccc3)(Oc3ccccc3)=N2)cc1,1184-10-7,136917,RNFJDJUURJAICM-UHFFFAOYSA-N,1.64
183,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,79983-71-4,66461,STMIIPIFODONDC-UHFFFAOYSA-N,1.61
184,CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21,216698-07-6,154218,UHPDROGOQWZCNC-UHFFFAOYSA-N,1.59
185,Cc1cc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(Nc5ccccc5)ccc5c(O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(S(=O)(=O)O)cc45)ccc3c2O)c(OCCCS(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,NA,87208925,BZJIYHZVKQHBLK-UHFFFAOYSA-N,1.59
186,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2043-47-2,74883,JCMNMOBHVPONLD-UHFFFAOYSA-N,1.57
187,CCCCCCCCCCCCSCCC(=O)Oc1cc(C)c(Sc2cc(C(C)(C)C)c(O)cc2C)cc1C(C)(C)C,69075-62-3,16205215,JGLKESSHJGLOFL-UHFFFAOYSA-N,1.49
188,COC(F)(F)C(F)(F)C(F)(F)F,375-03-1,2774943,NOPJRYAFUXTDLX-UHFFFAOYSA-N,1.46
189,[N-]=[N+]=C(S(=O)(=O)C1CCCC2(C1)OCCO2)S(=O)(=O)C1CCCC2(C1)OCCO2,250736-57-3,15476502,WUZKEXNSQZQFQJ-UHFFFAOYSA-N,1.43
190,O=P(O)(O)c1ccccc1,1571-33-1,15295,QLZHNIAADXEJJP-UHFFFAOYSA-N,1.42
191,CC1CCCCC1NC(=O)CC(CC(=O)NC1CCCCC1C)C(=O)NC1CCCCC1C,160535-46-6,66687139,NWDVCUXGELFJOC-UHFFFAOYSA-N,1.41
192,CCCCc1ccc(-c2ccc(-c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)c(F)c2)cc1,914087-74-4,58051774,QUJIDNSQCMTYNG-UHFFFAOYSA-N,1.41
193,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,474510-57-1,22019754,PCKZAVNWRLEHIP-UHFFFAOYSA-N,1.3
194,CCC(COCC(F)(F)C(F)(F)F)OC(=O)CC(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)C(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)S(=O)(=O)O,1472795-86-0,139596968,WWJLFXJBYQZNEB-UHFFFAOYSA-N,1.29
195,CCCC1CCC(C2CCC(C(F)(F)Oc3cc(F)c(F)c(F)c3)CC2)CC1,208338-50-5,11350229,QCRXXWNFJYKLHB-UHFFFAOYSA-N,1.28
196,Cc1c(C#N)c(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(S(=O)(=O)O)cc2)c1N=Nc1nc(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,NA,89026535,QJHGKHAGCXCHFA-UHFFFAOYSA-N,1.28
197,CCOC(=O)C(=Cc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1)C(=O)OCC,6337-43-5,95823,YUOKTNQLLUHUEK-UHFFFAOYSA-N,1.28
198,Cc1ccc(C2OC3COC(c4ccc(C)c(C)c4)OC3C(C(O)CO)O2)cc1C,NA,11502517,YWEWWNPYDDHZDI-UHFFFAOYSA-N,1.23
199,CSc1c(C)cc(O)cc1C,7379-51-3,81853,JGFZITGNFAVSKU-UHFFFAOYSA-N,1.16
200,CCCCOCCCN1C(C(C(=O)Nc2cc(C(C)(C)C)ccc2SCC(CC)CCCC)N2C(=O)OC(C)(C)C2=O)=Nc2ccccc2S1(=O)=O,727678-39-9,20778516,SSRJGKMKYHSHRV-UHFFFAOYSA-N,1.11
201,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2144-53-8,75066,CDXFIRXEAJABAZ-UHFFFAOYSA-N,1.08
202,O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1,26234-46-8,300678,GAONUEUNHBLHPP-UHFFFAOYSA-N,1.08
203,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,53826-12-3,11783764,LRWIIEJPCFNNCZ-UHFFFAOYSA-N,1.08
204,CCCCCCC(CCCC)COCC(C[N+]1=Cc2ccccc2CC1)OS(=O)(=O)O,858036-65-4,57501881,TWSZTQGEODTRAU-UHFFFAOYSA-O,1.03
205,O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,24231-46-7,27678,YGUMVDWOQQJBGA-UHFFFAOYSA-N,1.01
206,CN1CCOCC1,109-02-4,7972,SJRJJKPEHAURKC-UHFFFAOYSA-N,1
207,COc1ccccc1NC(=O)C(N=Nc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-])C(C)=O,75205-05-9,44147636,FVWKTMVZBQTTKE-UHFFFAOYSA-N,1
208,C[N+]1([O-])CCOCC1,7529-22-8,82029,LFTLOKWAGJYHHR-UHFFFAOYSA-N,1
209,CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,181587-01-9,9930667,FNELVJVBIYMIMC-UHFFFAOYSA-N,0.98
210,CCC(C)NC1CCC(CC2CCC(NC(C)CC)CC2)CC1,154279-60-4,21885336,PICLBAFTFYTURY-UHFFFAOYSA-N,0.93
211,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,17270-01-8,12039854,GXLTXCWSKKOKIR-UHFFFAOYSA-N,0.93
212,C1CN2CCN1CC2,280-57-9,9237,IMNIMPAHZVJRPE-UHFFFAOYSA-N,0.77
213,CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,134701-20-5,164362,TVWGHFVGFWIHFN-UHFFFAOYSA-N,0.78
214,O=C1CN2CCC1CC2,3731-38-2,19507,ZKMZPXWMMSBLNO-UHFFFAOYSA-N,0.77
215,COC(=O)c1nc[nH]c1C(=O)OC,3304-70-9,76810,CUIWFAXEALIQJS-UHFFFAOYSA-N,0.77
216,O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,80153-82-8,11567168,HDLFODOGTBJVKF-UHFFFAOYSA-N,0.76
217,NNC(=O)NN,497-18-7,73948,XEVRDFDBXJMZFG-UHFFFAOYSA-N,0.65
218,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,134605-64-4,11826859,JEDYYFXHPAIBGR-UHFFFAOYSA-N,0.6
219,CCCCOP(=O)(O)OCCCC,107-66-4,7881,JYFHYPJRHGVZDY-UHFFFAOYSA-N,0.51
220,Cc1cc(Cl)nc(Cl)c1C#N,875-35-4,70131,LSPMHHJCDSFAAY-UHFFFAOYSA-N,0.59
221,CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,110-30-5,8044,RKISUIUJZGSLEV-UHFFFAOYSA-N,0.42
222,CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,41611-76-1,6451771,NPJJGMRERPXCSE-UHFFFAOYSA-N,0.54
223,O=S(=O)(O)c1ccc2c(ccc3nn(-c4ccc(N=Nc5ccc(C=Cc6ccc(-n7nc8cc(S(=O)(=O)O)c9ccccc9c8n7)cc6S(=O)(=O)O)c(S(=O)(=O)O)c5)cc4)nc32)c1,NA,89266467,KAAMFAWTGWTDAU-UHFFFAOYSA-N,0.52
224,CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,22094-93-5,89597,GPWXTTPSHZOIKO-UHFFFAOYSA-N,0.49
225,CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,31775-20-9,169360,LNBRYDZEIVHGHO-UHFFFAOYSA-N,0.49
226,COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,4531-49-1,91539,VTGOEJALMFECDQ-UHFFFAOYSA-N,0.49
227,CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,5102-83-0,5250451,QWYLRRUZRFYUOL-UHFFFAOYSA-N,0.49
228,CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,NA,5250453,VJIBAUHUGUKETQ-UHFFFAOYSA-N,0.41
229,COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,5567-15-7,21733,NKXPXRNUMARIMZ-UHFFFAOYSA-N,0.49
230,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,6358-37-8,110824,UCUHCYVCVYRSER-UHFFFAOYSA-N,0.49
231,CC(=O)C(=NNc1ccc(-c2ccc(NN=C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,NA,22835,WZHUJOMADVNYDA-UHFFFAOYSA-N,0.53
232,COc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccccc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,90268-23-8,91316050,DHHOHVWWZLHYBC-UHFFFAOYSA-N,0.49
233,COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,124236-34-6,44153097,CTCGHGAGCLXAHB-UHFFFAOYSA-N,0.49
234,COc1ccc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(O)c5c4N)ccc3c2O)c(S(=O)(=O)O)c1,NA,136352518,CZEGPGSPGHGUAI-UHFFFAOYSA-N,0.48
235,C1CN(CCOCCN2CCOCC2)CCO1,6425-39-4,80900,ZMSQJSMSLXVTKN-UHFFFAOYSA-N,0.48
236,CC(C)(C)c1nn(-c2nc(O)nc(-n3nc(C(C)(C)C)c(N=Nc4c(C#N)cnn4-c4cc(C(=O)O)cc(C(=O)O)c4)c3N)n2)c(N)c1N=Nc1c(C#N)cnn1-c1cc(C(=O)O)cc(C(=O)O)c1,NA,135932079,SVYPANRYKPVIPV-UHFFFAOYSA-N,0.4
237,CN(C)CCCNC(N)=O,31506-43-1,3084542,IIVBUJGYWCCLNG-UHFFFAOYSA-N,0.36
238,O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,32588-76-4,36183,DYIZJUDNMOIZQO-UHFFFAOYSA-N,0.26
239,COC(=O)c1ccc(OC(=O)c2cc(OC)c(OC)cc2OC)cc1,NA,3284082,FPCAYXVHJRQMFD-UHFFFAOYSA-N,0.26
240,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OP(=O)([O-])Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)C2,106396-29-6,29935380,GGQHNQQPLWRNHD-UHFFFAOYSA-M,0.24
241,COC(OC)N(C)C,4637-24-5,78373,ZSXGLVDWWRXATF-UHFFFAOYSA-N,-0.12
242,Nc1nc(N)nc(Nc2nc(N)nc(N)n2)n1,3576-88-3,77125,YZEZMSPGIPTEBA-UHFFFAOYSA-N,-1
243,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,36559-22-5,63103,ALFHIHDQSYXSGP-UHFFFAOYSA-N,4.47
244,Brc1cc(Br)cc(-c2cc(Br)cc(Br)c2)c1,16400-50-3,635340,FXJXZYWFJAXIJX-UHFFFAOYSA-N,1.26
245,Clc1cccc(-c2ccc(Cl)c(Cl)c2Cl)c1Cl,52663-62-4,40470,AUGNBQPSMWGAJE-UHFFFAOYSA-N,4.13
246,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,58011-68-0,42619,ASRAWSBMDXVNLX-UHFFFAOYSA-N,0.92
247,CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,119791-41-2,53394848,CXEGAUYXQAKHKJ-UHFFFAOYSA-N,1.85
248,CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,70288-86-7,4330618,AZSNMRSAGSSBNP-UHFFFAOYSA-N,1.75
249,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,96-91-3,4921319,QXYMVUZOGFVPGH-UHFFFAOYSA-N,0.32
250,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,69806-40-2,50896,MFSWTRQUCLNFOM-UHFFFAOYSA-N,1.23
251,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,23184-66-9,31677,HKPHPIREJKHECO-UHFFFAOYSA-N,1.73
252,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,35367-38-5,37123,QQQYTWIFVNKMRW-UHFFFAOYSA-N,2.11
253,CC(C)OP(C)(=O)OC(C)C,1445-75-6,3073,WOAFDHWYKSOANX-UHFFFAOYSA-N,0
254,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(Cl)cc1,57160-47-1,108078,YPSCQJTUAKNUNF-UHFFFAOYSA-N,1.87
255,CCCCCCCCCCC(C)c1ccccc1,2719-61-1,17628,VRPRIAVYSREHAN-UHFFFAOYSA-N,2.25
256,Clc1cc(Cl)cc(-c2cc(Cl)cc(Cl)c2)c1,33284-52-5,36400,UTMWFJSRHLYRPY-UHFFFAOYSA-N,3.94
257,CC(C)c1ccc(-c2ccc(Cl)cc2)cc1,17790-61-3,28773,GCOSAGZKCBKMJV-UHFFFAOYSA-N,3.04
258,CC(C)c1ccc(-c2cc(Cl)cc(Cl)c2)cc1,74338-50-4,173276,AXXUAYWMQQEWQC-UHFFFAOYSA-N,3.04
259,Brc1ccc(-c2cc(Br)cc(Br)c2)cc1,72416-87-6,155722,PMLLBFUHDNYTAP-UHFFFAOYSA-N,1.69
260,Brc1cc(Br)cc(-c2ccccc2)c1,16372-96-6,3014933,HIHYAKDOWUFGBK-UHFFFAOYSA-N,0.81
261,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1997/2/9,7321,LXQOQPGNCGEELI-UHFFFAOYSA-N,1.11
262,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],29091-05-2,34468,OFDYMSKSGFSLLM-UHFFFAOYSA-N,1.96
263,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],33629-47-9,36565,SPNQRCTZKIBOAX-UHFFFAOYSA-N,2.44
264,Cc1cc([N+](=O)[O-])c(N(CCCl)CCCl)c([N+](=O)[O-])c1,26389-78-6,33497,XKUWFOYPQIVFMM-UHFFFAOYSA-N,1.62
265,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],26399-36-0,33500,ITVQAKZNYJEWKS-UHFFFAOYSA-N,1.59
266,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],33245-39-5,36392,MNFMIVVPXOGUMX-UHFFFAOYSA-N,1.51
267,CCCCCCCCCCCCCCCCOS(=O)(=O)O,143-02-2,8911,LPTIRUACFKQDHZ-UHFFFAOYSA-N,1.86
268,CCCCCCCCCCCCCCOS(=O)(=O)O,4754-44-3,5248,URLJMZWTXZTZRR-UHFFFAOYSA-N,1.04
269,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,NA,5102,JUVIOZPCNVVQFO-UHFFFAOYSA-N,1.41
270,CN(C)C(=S)S,79-45-8,6599,MZGNSEAPZQGJRB-UHFFFAOYSA-N,2.13
271,S=C(S)NCCNC(=S)S,111-54-6,3000605,AWYFNIZYMPNGAI-UHFFFAOYSA-N,1.87
272,Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,82657-04-3,54901,OMFRMAHOUUJSGP-UHFFFAOYSA-N,2.75
273,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,68085-85-8,443046,ZXQYGBMAQZUVMI-UHFFFAOYSA-N,2.88
274,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,52645-53-1,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,2.4
275,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,2310-17-0,4793,IOUNQDKNJZEDEP-UHFFFAOYSA-N,2.32
276,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,93-76-5,1480,SMYMJHWAQXWPDB-UHFFFAOYSA-N,1.19
277,O=C(O)C1C2CCC(O2)C1C(=O)O,145-73-3,3225,GXEKYRXVRROBEV-UHFFFAOYSA-N,0.53
278,COP(=O)(NC(C)=O)SC,30560-19-1,1982,YASYVMFAVPKPKE-UHFFFAOYSA-N,-1.4
279,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,74472-48-3,92392,OBIUJJSQKPGKME-UHFFFAOYSA-N,4.9
280,Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,38444-87-0,38037,RIBGNAJQTOXRDK-UHFFFAOYSA-N,4.43
281,Brc1ccc2[nH]ccc2c1,10075-50-0,24905,VXWVFZFZYXOBTA-UHFFFAOYSA-N,1.76
282,CCc1cccc(CC)c1N,579-66-8,11369,FOYHNROGBXVLLX-UHFFFAOYSA-N,2.08
283,COc1ccccc1,100-66-3,7519,RDOXTESZEPMUJZ-UHFFFAOYSA-N,1.34
284,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,26002-80-2,4767,SBNFWQZLDJGRLK-UHFFFAOYSA-N,2.67
285,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,NA,4092426,MEHHPFQKXOUFFV-UHFFFAOYSA-N,1.11
286,O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,131-55-5,8571,WXNRYSGJLQFHBR-UHFFFAOYSA-N,-0.23
287,COc1ccc(C(=O)c2ccccc2)c(O)c1,131-57-7,4632,DXGLGDHPHMLXJC-UHFFFAOYSA-N,1.98
288,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,66841-25-6,9809914,YWSCPYYRJXKUDB-UHFFFAOYSA-N,2.57
289,CC(C)(C)c1cccc(C(C)(C)C)c1O,128-39-2,31405,DKCPKDPYUFEZCP-UHFFFAOYSA-N,2.82
290,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,786-19-6,13081,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,2.98
291,CCOP(=S)(OCC)SCSCC,298-02-2,4790,BULVZWIRKLYCBC-UHFFFAOYSA-N,2.44
292,CCCSP(=O)(OCC)SCCC,13194-48-4,3289,VJYFKVYYMZPMAB-UHFFFAOYSA-N,1.17
293,COc1nc(NC(C)C)nc(NC(C)C)n1,1610-18-0,4928,ISEUFVQQFVOBCY-UHFFFAOYSA-N,0.89
294,C#CC(C)N(C(=O)CCl)c1ccccc1,21267-72-1,30559,DGPBHERUGBOSFZ-UHFFFAOYSA-N,1.44
295,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,96489-71-3,91754,DWFZBUWUXWZWKD-UHFFFAOYSA-N,2.67
296,CNC(=O)Oc1ccc(N(C)C)c(C)c1,2032-59-9,16247,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,0.44
297,CCCCCCc1ccc(O)cc1,2446-69-7,17132,SZWBRVPZWJYIHI-UHFFFAOYSA-N,2.29
298,c1ccc2cc3cc4ccccc4cc3cc2c1,92-24-0,7080,IFLREYGFSNHWGE-UHFFFAOYSA-N,2.41
299,CC(C)CCCCCCc1ccc(O)cc1,24518-48-7,338733,JSFITYFUKSFPBZ-UHFFFAOYSA-N,2.48
300,CN(C)CCOC(c1ccccc1)c1ccccc1,58-73-1,3100,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,1.57
301,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,64700-56-7,47455,IVDRCZNHVGQBHZ-UHFFFAOYSA-N,0.72
302,CC(C)(c1ccccc1)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,NA,20295726,NSKVIUBXDJHCAL-UHFFFAOYSA-N,3.45
303,CCCCCCC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,38638-05-0,73555772,LCFUWZAHJMUCIG-UHFFFAOYSA-N,2.84
304,Cc1cccc(C)c1N,87-62-7,6896,UFFBMTHBGFGIHF-UHFFFAOYSA-N,0.45
305,c1ccc2nc3ccc4ccccc4c3cc2c1,225-11-6,9180,JEGZRTMZYUDVBF-UHFFFAOYSA-N,2.02
306,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,55335-06-3,41428,REEQLXCGVXDJSQ-UHFFFAOYSA-N,-0.44
307,Cc1cc(Br)c(C)cc1Br,1074-24-4,66175,QENIALCDPFDFHX-UHFFFAOYSA-N,3.16
308,Cc1cc(Br)ccc1Br,615-59-8,12006,QKEZTJYRBHOKHH-UHFFFAOYSA-N,2.67
309,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,117-84-0,8346,MQIUGAXCHLFZKX-UHFFFAOYSA-N,3.32
310,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,37853-59-1,37840,YATIGPZCMOYEGE-UHFFFAOYSA-N,1.38
311,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,1852481-29-8,5284469,OEJNXTAZZBRGDN-UHFFFAOYSA-N,4
312,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2691-41-0,17596,UZGLIIJVICEWHF-UHFFFAOYSA-N,-0.21
313,CCCCSP(=O)(SCCCC)SCCCC,78-48-8,5125,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,3.19
314,CCC(=O)Nc1ccc(Cl)c(Cl)c1,709-98-8,4933,LFULEKSKNZEWOE-UHFFFAOYSA-N,1.92
315,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,143-50-0,299,LHHGDZSESBACKH-UHFFFAOYSA-N,3.06
316,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,120928-09-8,86356,DMYHGDXADUDKCQ-UHFFFAOYSA-N,2.78
317,CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,NA,15607535,DFVNYTSHNSXEMH-UHFFFAOYSA-N,1.5
318,Brc1cccc(Br)c1-c1c(Br)cccc1Br,97038-96-5,176603,RAIZQBVLCDNAOH-UHFFFAOYSA-N,4.97
319,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,299-84-3,9298,JHJOOSLFWRRSGU-UHFFFAOYSA-N,3.21
320,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,2463-84-5,17168,OTKXWJHPGBRXCR-UHFFFAOYSA-N,1.94
321,COP(=S)(OC)Oc1ccccc1,33576-92-0,92291,PZZAINQLAOZPRL-UHFFFAOYSA-N,1.89
322,Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,60851-34-5,43495,XTAHLACQOVXINQ-UHFFFAOYSA-N,3.98
323,Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,57117-44-9,42140,JEYJJJXOFWNEHN-UHFFFAOYSA-N,3.94
324,Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,19408-74-3,29575,LGIRBUBHIWTVCK-UHFFFAOYSA-N,3.92
325,Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,57117-43-8,527711,SJFBZRQKGOGHEV-UHFFFAOYSA-N,3.57
326,Clc1ccc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,79060-60-9,54337,SNWFMKXFMVHBKD-UHFFFAOYSA-N,2.78
327,CCc1cccc(-c2cccc(CC)c2)c1,13049-38-2,119988,RUNQGXYOXGYVOX-UHFFFAOYSA-N,3.76
328,C=Cc1cccc(C=C)c1,108-57-6,7941,PRJNEUBECVAVAG-UHFFFAOYSA-N,2.54
329,C=Cc1ccc(C=C)cc1,105-06-6,66041,WEERVPDNCOGWJF-UHFFFAOYSA-N,2.48
330,Clc1cc(Cl)c2cc(Cl)ccc2c1,55720-37-1,92351,CFEUGIGSIREATC-UHFFFAOYSA-N,4.43
331,CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,1544-19-0,73765,NILNWNGNABYYHH-UHFFFAOYSA-N,4.35
332,CC(C)(C)CC(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,163036-61-1,15514819,AYAUOMXPHJVCLG-UHFFFAOYSA-N,3.92
333,Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,70648-26-9,51130,LVYBAQIVPKCOEE-UHFFFAOYSA-N,3.9
